school_name,urn,borough,lsoa_code,lsoa_name,lon,lat,primary_secondary,school_type,admissions_type,gender,denomination,num_pupils,num_boys,num_girls,boy_girl_r,pupils_per_teacher,pct_esl,pct_fsm,pct_attainment,pct_absences,pct_unaut_absence,mean_distance,income_score,employment_score,crime_score,education_skills_score,health_score,ofsted
St Cyprian's Greek Orthodox Primary Academy,138335,Croydon,E01001160,Croydon 002D,-0.099691854,51.40949407,Primary,Academy converter,Not applicable,Mixed,Other Christian Faith,456,230,225,1,18.8,0.314,0.178,1,0.0446313,0.0088397,2.209239519,0.107,0.064,0.075,11.653,-0.545,3
Willow Brook Primary School Academy,138364,Waltham Forest,E01004426,Waltham Forest 022D,-0.02127896,51.56585824,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,600,310,290,1.1,18.1,0.485,0.23,0.41,0.0578449,0.0185488,1.258800777,0.14,0.082,0.779,17.798,-0.174,1
Parkside Studio College,138368,Hillingdon,E01002401,Hillingdon 024B,-0.429116399,51.51998805,Secondary,Studio schools,Non-selective,Mixed,No religious character,103,60,45,1.3,9.8,0.689,0.378,0.06,0.1049701,0.024528,NA,0.185,0.123,0.478,25.449,0.028,2
Enfield Heights Academy,138381,Enfield,E01001550,Enfield 006E,-0.046405661,51.66363245,Primary,Free schools,Not applicable,Mixed,Other Christian Faith,75,35,40,0.9,12.5,0.49,0.347,NA,0.0472532,0.0085713,NA,0.248,0.137,0.286,30.595,0.166,2
Harris Primary Academy Coleraine Park,138446,Haringey,E01002075,Haringey 015A,-0.0589664,51.59811411,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,385,195,190,1,23,0.434,0.197,0.74,0.0322249,0.0095024,0.9217152,0.202,0.137,0.464,35.61,0.183,1
Harris Primary Academy Philip Lane,138447,Haringey,E01002086,Haringey 013B,-0.087296486,51.58743812,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,439,240,200,1.2,18.1,0.516,0.259,0.54,0.0422821,0.011816,1.503095269,0.228,0.139,0.807,22.479,-0.031,1
Harris Academy Greenwich,138449,Greenwich,E01001661,Greenwich 029E,0.039440359,51.45138265,Secondary,Academy sponsor led,Non-selective,Mixed,No religious character,988,585,405,1.4,11.1,0.254,0.367,0.66,0.0967347,0.0583872,3.065043633,0.187,0.133,1.171,29.65,0.399,1
Salvatorian Roman Catholic College,138458,Harrow,E01002232,Harrow 011A,-0.339129076,51.59997662,Secondary,Academy converter,Non-selective,Boys,Roman Catholic,641,640,0,0,17.4,0.591,0.108,0.59,0.0526174,0.0085594,3.27355691,0.154,0.083,0.3,8.782,-0.371,2
The Holy Cross School,138459,Kingston upon Thames,E01002984,Kingston upon Thames 012E,-0.261366647,51.39797522,Secondary,Academy converter,Non-selective,Girls,Roman Catholic,941,0,940,0,16.6,0.269,0.083,0.8,0.0653127,0.0045668,3.232182906,0.121,0.092,-0.105,4.126,-0.364,2
Teddington School,138460,Richmond upon Thames,E01003837,Richmond upon Thames 022D,-0.312225264,51.42266615,Secondary,Academy converter,Non-selective,Mixed,No religious character,1280,745,535,1.4,16,0.244,0.062,0.73,0.0740629,0.0269355,1.700832602,0.054,0.052,0.329,0.494,-1.72,2
Waldegrave School,138461,Richmond upon Thames,E01003900,Richmond upon Thames 015C,-0.350974228,51.43944015,Secondary,Academy converter,Non-selective,Mixed,No religious character,1112,20,1095,0,14,0.186,0.07,0.85,0.0654464,0.010352,1.682713499,0.145,0.116,0.582,10.552,-0.222,1
Harris Academy Morden,138495,Merton,E01003437,Merton 022C,-0.179789514,51.39165546,Secondary,Academy sponsor led,Non-selective,Mixed,No religious character,562,280,285,1,12.3,0.341,0.295,0.4,0.0821845,0.0441885,2.2101048,0.104,0.067,0.338,8.95,-0.414,1
Robert Fitzroy Academy,138502,Croydon,E01000980,Croydon 017A,-0.081014176,51.38714861,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,291,130,160,0.8,18.8,0.307,0.223,NA,0.0499268,0.0103585,NA,0.192,0.122,0.242,11.74,0.468,2
Noel Park Primary School,138588,Haringey,E01002032,Haringey 010C,-0.10329364,51.59535059,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,599,305,290,1.1,27.3,0.742,0.258,0.7,0.0499925,0.015488,1.570286107,0.213,0.148,0.849,31.206,0.182,1
Trinity Primary Academy,138589,Haringey,E01001971,Haringey 001B,-0.115831755,51.60183841,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,450,250,200,1.3,23.7,0.458,0.28,0.86,0.0264792,0.0160424,1.24242195,0.249,0.176,0.783,16.82,0.606,1
Lady Margaret School,138607,Hammersmith and Fulham,E01001922,Hammersmith and Fulham 020C,-0.199618701,51.47419144,Secondary,Academy converter,Non-selective,Girls,Church of England,717,0,715,0,12.8,0.133,0.097,0.73,0.0545406,0.0097138,2.259938312,0.062,0.045,0.855,4.003,-1.334,1
Sudbury Primary School,138608,Brent,E01000608,Brent 013D,-0.319589173,51.55978142,Primary,Academy converter,Not applicable,Mixed,No religious character,930,470,460,1,18.5,0.646,0.12,0.75,0.049171,0.0116555,1.077474967,0.127,0.058,0.545,9.761,-0.507,2
Queens Park Community School,138609,Brent,E01000489,Brent 030A,-0.218616575,51.54055929,Secondary,Academy converter,Non-selective,Mixed,No religious character,1275,695,580,1.2,13.8,0.515,0.188,0.56,0.061935,0.0186103,1.679639521,0.173,0.081,0.969,5.678,-0.207,2
Alperton Community School,138610,Brent,E01000473,Brent 029B,-0.292676876,51.5433774,Secondary,Academy converter,Non-selective,Mixed,No religious character,1391,720,670,1.1,14.5,0.711,0.126,0.51,0.0547184,0.0250081,1.587597299,0.145,0.085,0.167,27.046,-0.747,2
Crofton Infant School,138611,Bromley,E01000813,Bromley 025D,0.079675021,51.38150269,Primary,Academy converter,Not applicable,Mixed,No religious character,557,275,280,1,21.3,0.199,0.047,NA,0.0398824,0.0076825,NA,0.029,0.031,-0.54,5.801,-1.54,1
St Thomas Becket Catholic Primary School,138612,Croydon,E01001186,Croydon 014C,-0.070566659,51.38916202,Primary,Academy converter,Not applicable,Mixed,Roman Catholic,439,210,230,0.9,25.8,0.158,0.059,0.82,0.0391541,0.0046994,1.307977802,0.186,0.136,0.213,17.502,0.32,2
Cranford Park Academy,138613,Hillingdon,E01002491,Hillingdon 032D,-0.419643904,51.49549145,Primary,Academy converter,Not applicable,Mixed,No religious character,901,455,445,1,17.8,0.787,0.19,0.69,0.0555104,0.0210563,0.753053781,0.176,0.103,0.418,28.706,-0.434,2
Wood End Park Academy,138621,Hillingdon,E01002402,Hillingdon 024C,-0.438522813,51.51762287,Primary,Academy converter,Not applicable,Mixed,No religious character,969,495,475,1,19.8,0.722,0.161,0.6,0.0612189,0.0236867,1.008277314,0.153,0.107,0.648,22.206,-0.231,2
St Columba's Catholic Boys' School,138650,Bexley,E01000329,Bexley 017C,0.155616979,51.45191153,Secondary,Academy converter,Non-selective,Boys,Roman Catholic,555,555,0,0,16.2,0.216,0.083,0.43,0.0636433,0.0240364,4.283763493,0.097,0.075,0.401,20.584,-0.916,2
Orleans Park School,138651,Richmond upon Thames,E01003895,Richmond upon Thames 009D,-0.32027349,51.44949808,Secondary,Academy converter,Non-selective,Mixed,No religious character,1115,690,425,1.6,11.8,0.269,0.093,0.66,0.0447521,0.0068415,1.675425119,0.051,0.036,0.125,0.685,-1.804,1
Ark Bentworth Primary Academy,138680,Hammersmith and Fulham,E01001876,Hammersmith and Fulham 001C,-0.232285056,51.51532596,Primary,Academy converter,Not applicable,Mixed,No religious character,223,115,105,1.1,14.2,0.397,0.298,0.92,0.0520901,0.0124518,0.662274547,0.208,0.146,0.28,14.496,0.905,2
Ark Putney Academy,138681,Wandsworth,E01004643,Wandsworth 016C,-0.225540641,51.45482943,Secondary,Academy converter,Non-selective,Mixed,No religious character,440,250,190,1.3,10.9,0.492,0.406,0.58,0.0724526,0.0190841,2.769620781,0.18,0.113,-0.228,7.728,-0.009,2
Southfields Academy,138682,Wandsworth,E01004595,Wandsworth 025B,-0.197060617,51.44519551,Secondary,Academy converter,Non-selective,Mixed,No religious character,1285,765,520,1.5,11.3,0.479,0.294,0.43,0.0696221,0.0040162,3.53496374,0.05,0.029,-0.093,6.7,-0.819,2
Millbank Academy,138683,Westminster,E01004745,Westminster 021C,-0.130442966,51.4914181,Primary,Academy converter,Not applicable,Mixed,No religious character,440,215,225,1,13.1,0.396,0.368,0.78,0.0573972,0.0168886,1.223882675,0.096,0.072,-1.218,5.824,-1.242,1
Thames View Infants' School,138684,Barking and Dagenham,E01000093,Barking and Dagenham 022B,0.105690738,51.52763131,Primary,Academy converter,Not applicable,Mixed,No religious character,436,225,210,1.1,21.1,0.822,0.277,NA,0.0369184,0.0079898,NA,0.26,0.169,1.073,27.955,0.842,1
Copthall School,138685,Barnet,E01000256,Barnet 016A,-0.232588846,51.60866393,Secondary,Academy converter,Non-selective,Girls,No religious character,1070,0,1070,0,13.9,0.836,0.145,0.51,0.0758955,0.0240697,2.685254156,0.079,0.043,0.014,3.474,-1.523,2
Cleeve Park School,138686,Bexley,E01000382,Bexley 027A,0.119642543,51.42879909,Secondary,Academy converter,Non-selective,Mixed,No religious character,918,545,375,1.5,15.5,0.086,0.176,0.43,0.0954057,0.0307235,3.35867183,0.033,0.037,-0.685,6.073,-1.105,2
Oasis Academy Byron,138687,Croydon,E01001019,Croydon 044B,-0.127830288,51.31337268,Primary,Academy converter,Not applicable,Mixed,No religious character,205,100,105,1,21.8,0.142,0.463,0.88,0.0518712,0.0125665,2.359977477,0.042,0.035,-0.971,5.489,-0.866,2
Krishna Avanti Primary School,138688,Harrow,E01002121,Harrow 007C,-0.280665955,51.60412542,Primary,Academy converter,Not applicable,Mixed,Hindu,302,165,140,1.2,24.8,0.703,0.033,0.93,0.0397459,0.0082711,2.329696927,0.077,0.046,0.045,9.047,-1.468,2
Latchmere School,138689,Kingston upon Thames,E01002934,Kingston upon Thames 004B,-0.294434218,51.42262433,Primary,Academy converter,Not applicable,Mixed,No religious character,880,480,400,1.2,21,0.303,0.037,0.86,0.0492756,0.0149481,0.6676281,0.031,0.032,-0.981,1.031,-1.521,2
Barclay Primary School,138690,Waltham Forest,E01004364,Waltham Forest 019B,-0.000933046,51.57575588,Primary,Academy converter,Not applicable,Mixed,No religious character,1110,575,535,1.1,19.7,0.591,0.175,0.8,0.0508325,0.0263195,0.905140363,0.193,0.117,0.86,19.528,0.011,1
Chingford Foundation School,138691,Waltham Forest,E01004357,Waltham Forest 001E,-0.007204817,51.63001484,Secondary,Academy converter,Non-selective,Mixed,No religious character,1406,695,710,1,13.4,0.426,0.143,0.7,0.0762286,0.0246806,2.017308674,0.124,0.081,0.014,15.75,-0.642,2
Grey Court School,138825,Richmond upon Thames,E01003817,Richmond upon Thames 012D,-0.31220179,51.43890602,Secondary,Academy converter,Non-selective,Mixed,No religious character,1161,660,500,1.3,15.9,0.189,0.104,0.76,0.045946,0.0123118,2.397660167,0.064,0.055,0.737,2.958,-1.408,1
Rushcroft Foundation School,138859,Waltham Forest,E01004419,Waltham Forest 008E,-0.012215102,51.60464219,Secondary,Academy sponsor led,Non-selective,Mixed,No religious character,654,350,300,1.2,11.4,0.573,0.216,0.45,0.1010027,0.0423319,2.57120644,0.086,0.062,0.452,15.201,-0.713,2
Heston Community School,138924,Hounslow,E01002628,Hounslow 011D,-0.369389739,51.48392233,Secondary,Academy converter,Non-selective,Mixed,No religious character,1248,655,595,1.1,16.6,0.5,0.151,0.55,0.0583493,0.0400574,1.778525453,0.12,0.059,0.447,7.717,-0.495,2
Upminster Infant School,138943,Havering,E01002386,Havering 022E,0.250391135,51.55587157,Primary,Academy converter,Not applicable,Mixed,No religious character,269,130,140,0.9,21.3,0.122,0.011,NA,0.0374648,0.0085711,NA,0.07,0.037,0.149,7.055,-1.061,2
Upminster Junior School,138944,Havering,E01002386,Havering 022E,0.250391135,51.55587157,Primary,Academy converter,Not applicable,Mixed,No religious character,363,170,195,0.9,22.5,0.076,0.011,0.8,0.0384525,0.0087946,1.04054429,0.07,0.037,0.149,7.055,-1.061,2
Sacred Heart Catholic School,138960,Southwark,E01003919,Southwark 021A,-0.097282113,51.4751385,Secondary,Academy converter,Non-selective,Mixed,Roman Catholic,829,455,375,1.2,11.5,0.499,0.189,0.75,0.037559,0.000749,2.074493934,0.109,0.078,1.144,7.025,-0.302,1
St Michael's Catholic College,138961,Southwark,E01004028,Southwark 004E,-0.067887004,51.50044895,Secondary,Academy converter,Non-selective,Mixed,Roman Catholic,792,465,330,1.4,11.1,0.352,0.208,0.74,0.0456366,0.0127945,2.577424392,0.184,0.106,0.511,10.965,0.482,1
Belmore Primary Academy,138983,Hillingdon,E01002393,Hillingdon 020B,-0.401518666,51.53178156,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,639,350,285,1.2,19.1,0.547,0.2,0.59,0.0583835,0.0148916,1.191956384,0.121,0.084,0.974,20.63,-0.288,2
The Woodside Primary Academy,139016,Waltham Forest,E01004469,Waltham Forest 013D,-0.003764759,51.59118105,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,932,505,425,1.2,16,0.481,0.262,0.8,0.0568479,0.0127516,1.164497722,0.264,0.184,0.36,23.548,0.139,1
Aerodrome Primary Academy,139094,Croydon,E01001169,Croydon 028B,-0.109623151,51.36044634,Primary,Academy converter,Not applicable,Mixed,No religious character,518,285,230,1.2,18.6,0.394,0.484,0.53,0.0556593,0.0191716,1.331052891,0.214,0.14,0.056,29.027,0.594,2
Brentford School for Girls,139095,Hounslow,E01002567,Hounslow 006C,-0.306368604,51.48534929,Secondary,Academy converter,Non-selective,Girls,No religious character,786,0,785,0,13,0.536,0.279,0.67,0.080962,0.0189023,4.111414107,0.118,0.062,1.383,3.849,-0.562,2
Belvedere Junior School,139115,Bexley,E01000335,Bexley 003B,0.157233671,51.49074056,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,336,180,155,1.2,12.7,0.397,0.283,0.82,0.0672511,0.026835,1.364125956,0.16,0.095,0.732,37.431,-0.457,2
Brookside Primary School,139117,Hillingdon,E01002540,Hillingdon 020C,-0.39489783,51.53063904,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,512,260,255,1,21.6,0.772,0.198,0.5,0.062735,0.0250524,1.05387542,0.177,0.117,0.876,23.516,0.14,2
St Ann's CE Primary School,139169,Haringey,E01002045,Haringey 026B,-0.085454418,51.58180574,Primary,Academy converter,Not applicable,Mixed,Church of England,235,105,130,0.8,17.2,0.595,0.242,0.64,0.0572645,0.0225872,1.491681247,0.192,0.118,0.516,17.388,-0.23,2
St Michael's CofE Primary School,139175,Haringey,E01002098,Haringey 007A,-0.113594528,51.59937449,Primary,Academy converter,Not applicable,Mixed,Church of England,206,105,105,1,20.7,0.449,0.194,0.56,0.0759671,0.0466578,1.598245076,0.146,0.08,0.567,7.977,-0.063,2
St Paul's and All Hallows CofE Infant School,139176,Haringey,E01002038,Haringey 037B,-0.063694419,51.60271551,Primary,Academy converter,Not applicable,Mixed,Church of England,225,110,115,1,16.8,0.92,0.304,NA,0.0627652,0.0186137,NA,0.267,0.179,1.133,49.07,0.784,2
St Paul's and All Hallows CofE Junior School,139177,Haringey,E01002034,Haringey 037A,-0.064846247,51.6055132,Primary,Academy converter,Not applicable,Mixed,Church of England,225,115,110,1,21,0.846,0.196,0.72,0.053349,0.0204641,1.902273475,0.296,0.195,1.799,41.633,0.676,2
Christ Church (Erith) CofE Primary School,139212,Bexley,E01000407,Bexley 005D,0.172795097,51.47810572,Primary,Academy sponsor led,Not applicable,Mixed,Church of England,370,180,190,0.9,17.5,0.216,0.124,0.76,0.045793,0.0118726,1.317321216,0.096,0.069,-0.239,19.482,-0.606,1
St Augustine of Canterbury CofE Primary School,139213,Bexley,E01000337,Bexley 003D,0.14363287,51.49008169,Primary,Academy sponsor led,Not applicable,Mixed,Church of England,200,95,105,0.9,18.5,0.306,0.195,0.77,0.0444918,0.0047487,1.143744132,0.165,0.093,0.035,15.541,-0.715,2
Holy Trinity CofE Primary School,139240,Haringey,E01002081,Haringey 012D,-0.068939687,51.58970005,Primary,Academy sponsor led,Not applicable,Mixed,Church of England,208,120,90,1.3,15.4,0.424,0.283,1,0.0529863,0.0145913,4.12545276,0.309,0.16,1.625,36.889,0.047,1
Chapel End Junior Academy,139259,Waltham Forest,E01004344,Waltham Forest 008B,-0.013913854,51.59814252,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,372,180,190,0.9,16.2,0.638,0.188,0.64,0.0587813,0.0101961,1.183719345,0.157,0.081,0.846,21.7,-0.275,2
Laurel Lane Primary School,139275,Hillingdon,E01002525,Hillingdon 029B,-0.473628164,51.49921943,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,350,185,165,1.1,17.3,0.566,0.287,0.43,0.0655641,0.0286302,0.84483439,0.095,0.055,1.406,11.935,-0.199,3
Kingsley Academy,139276,Hounslow,E01002640,Hounslow 012C,-0.358781389,51.47090601,Secondary,Academy sponsor led,Non-selective,Mixed,No religious character,812,450,365,1.2,14,0.766,0.214,0.4,0.0792822,0.0441002,2.570043863,0.07,0.035,1.362,5.921,-0.362,2
Connaught School for Girls,139293,Waltham Forest,E01004440,Waltham Forest 024D,0.004610991,51.56629097,Secondary,Academy converter,Non-selective,Girls,No religious character,585,0,585,0,14.5,0.257,0.133,0.64,0.0727466,0.0226438,1.375344834,0.106,0.082,0.857,12.115,-0.312,2
Coteford Junior School,139295,Hillingdon,E01002436,Hillingdon 004B,-0.411632021,51.5874827,Primary,Academy converter,Not applicable,Mixed,No religious character,241,125,115,1.1,15.6,0.201,0.22,0.74,0.0580918,0.0123958,1.66158763,0.075,0.067,0.099,5.991,-0.676,2
St Matthew's CofE Primary School,139302,Hillingdon,E01002554,Hillingdon 022F,-0.473547204,51.51284161,Primary,Academy converter,Not applicable,Mixed,Church of England,463,230,230,1,19.8,0.485,0.167,0.86,0.0555026,0.0137167,1.040979274,0.168,0.105,1.558,13.653,-0.189,2
Cowley St Laurence CofE Primary School,139306,Hillingdon,E01002519,Hillingdon 022D,-0.479488741,51.52613733,Primary,Academy converter,Not applicable,Mixed,Church of England,461,230,230,1,18.7,0.343,0.267,0.65,0.062811,0.0174154,1.142120199,0.163,0.125,0.631,29.394,0.361,2
Bower Park Academy,139307,Havering,E01002304,Havering 003C,0.181141856,51.60523826,Secondary,Academy converter,Non-selective,Mixed,No religious character,755,375,380,1,14.5,0.148,0.204,0.5,0.1230218,0.041837,2.132150894,0.07,0.075,0.516,37.303,0.322,2
Whittingham Primary Academy,139317,Waltham Forest,E01004400,Waltham Forest 009C,-0.034983733,51.59775078,Primary,Academy converter,Not applicable,Mixed,No religious character,456,225,230,1,23.8,0.411,0.167,0.75,0.0550853,0.018932,0.691667215,0.18,0.114,0.57,20.914,-0.07,2
St Thomas More Catholic School,139362,Haringey,E01002102,Haringey 007C,-0.108762113,51.60447629,Secondary,Academy converter,Non-selective,Mixed,Roman Catholic,876,500,375,1.3,14.2,0.226,0.215,0.57,0.0508426,0.0127509,2.728441584,0.166,0.088,1.043,16.23,0.033,1
Fulham College Boys' School,139364,Hammersmith and Fulham,E01001904,Hammersmith and Fulham 022A,-0.215203258,51.47778387,Secondary,Academy converter,Non-selective,Mixed,No religious character,396,375,20,18.8,11,0.396,0.401,0.56,0.0960036,0.0328066,2.60277864,0.048,0.033,0.127,4.306,-0.81,2
Fulham Cross Girls' School and Language College,139365,Hammersmith and Fulham,E01001903,Hammersmith and Fulham 019D,-0.214141803,51.48136477,Secondary,Academy converter,Non-selective,Girls,No religious character,629,0,630,0,13.6,0.444,0.336,0.74,0.0838433,0.0473369,2.634981063,0.181,0.118,0.195,7.243,0.227,2
St George's Catholic School,139369,Westminster,E01004711,Westminster 002E,-0.187767097,51.53302763,Secondary,Academy converter,Non-selective,Mixed,Roman Catholic,858,510,350,1.5,13.2,0.293,0.268,0.62,0.0590244,0.0123887,2.430661341,0.206,0.131,-0.151,13.828,-0.154,1
Applegarth Academy,139393,Croydon,E01001054,Croydon 030C,-0.026147356,51.35487894,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,378,205,175,1.2,20,0.251,0.413,0.58,0.0659329,0.0294811,1.407675686,0.239,0.161,0.204,39.484,0.494,2
Langtons Junior Academy,139406,Havering,E01002361,Havering 020C,0.221424276,51.5630155,Primary,Academy sponsor led,Not applicable,Mixed,No religious character,357,170,190,0.9,31.3,0.385,0.12,0.8,0.0428673,0.0111867,1.919979487,0.129,0.084,0.464,25.434,-0.23,2
